no,who,area,pond,Temp,month,sampling,sampler,sample,samplertype,samplevolume,sample_lab_ml,sample_scanned,Multiplier,sizegroup,group,subgroup,adult_or_instar,subsubgroup,species,LEPU,WEPU,Lmm,Wmm,L_micrometer,W_micrometer,Volume_micrometercubed,Volume_nanolitre,WW,FW,DW,DWC
13,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,1.5,0.5,0.0375,0.0125,37.5,12.5,3067.961576,0.003067962,0.003067962,0.003374758,0.000843689,0.000337476
14,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,1,0.7,0.025,0.0175,25,17.5,4008.803126,0.004008803,0.004008803,0.004409683,0.001102421,0.000440968
15,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,1,0.7,0.025,0.0175,25,17.5,4008.803126,0.004008803,0.004008803,0.004409683,0.001102421,0.000440968
16,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,1.5,0.5,0.0375,0.0125,37.5,12.5,3067.961576,0.003067962,0.003067962,0.003374758,0.000843689,0.000337476
17,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,2,1.5,0.05,0.0375,50,37.5,36815.53891,0.036815539,0.036815539,0.040497093,0.010124273,0.004049709
18,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,3,1,0.075,0.025,75,25,24543.69261,0.024543693,0.024543693,0.026998062,0.006749515,0.002699806
19,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,1.5,1.5,0.0375,0.0375,37.5,37.5,27611.65418,0.027611654,0.027611654,0.03037282,0.007593205,0.003037282
20,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,1.5,1.5,0.0375,0.0375,37.5,37.5,27611.65418,0.027611654,0.027611654,0.03037282,0.007593205,0.003037282
21,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,2,0.5,0.05,0.0125,50,12.5,4090.615434,0.004090615,0.004090615,0.004499677,0.001124919,0.000449968
22,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,4,1,0.1,0.025,100,25,32724.92347,0.032724923,0.032724923,0.035997416,0.008999354,0.003599742
23,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,5,1,0.125,0.025,125,25,40906.15434,0.040906154,0.040906154,0.04499677,0.011249192,0.004499677
24,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,5,1,0.125,0.025,125,25,40906.15434,0.040906154,0.040906154,0.04499677,0.011249192,0.004499677
25,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,5,1,0.125,0.025,125,25,40906.15434,0.040906154,0.040906154,0.04499677,0.011249192,0.004499677
26,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,4,1,0.1,0.025,100,25,32724.92347,0.032724923,0.032724923,0.035997416,0.008999354,0.003599742
27,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,1,0.5,0.025,0.0125,25,12.5,2045.307717,0.002045308,0.002045308,0.002249838,0.00056246,0.000224984
28,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,3,1,0.075,0.025,75,25,24543.69261,0.024543693,0.024543693,0.026998062,0.006749515,0.002699806
29,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,5,1.5,0.125,0.0375,125,37.5,92038.84727,0.092038847,0.092038847,0.101242732,0.025310683,0.010124273
30,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,3,1,0.075,0.025,75,25,24543.69261,0.024543693,0.024543693,0.026998062,0.006749515,0.002699806
31,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,3,0.5,0.075,0.0125,75,12.5,6135.923152,0.006135923,0.006135923,0.006749515,0.001687379,0.000674952
32,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,3,0.5,0.075,0.0125,75,12.5,6135.923152,0.006135923,0.006135923,0.006749515,0.001687379,0.000674952
33,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,1,0.6,0.025,0.015,25,15,2945.243113,0.002945243,0.002945243,0.003239767,0.000809942,0.000323977
34,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,4,1,0.1,0.025,100,25,32724.92347,0.032724923,0.032724923,0.035997416,0.008999354,0.003599742
35,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,3.5,1,0.0875,0.025,87.5,25,28634.30804,0.028634308,0.028634308,0.031497739,0.007874435,0.003149774
36,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,3,1,0.075,0.025,75,25,24543.69261,0.024543693,0.024543693,0.026998062,0.006749515,0.002699806
37,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,6,2,0.15,0.05,150,50,196349.5408,0.196349541,0.196349541,0.215984495,0.053996124,0.021598449
38,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,4,1.5,0.1,0.0375,100,37.5,73631.07782,0.073631078,0.073631078,0.080994186,0.020248546,0.008099419
39,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,4,2,0.1,0.05,100,50,130899.6939,0.130899694,0.130899694,0.143989663,0.035997416,0.014398966
40,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,2.5,1,0.0625,0.025,62.5,25,20453.07717,0.020453077,0.020453077,0.022498385,0.005624596,0.002249838
41,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,2,0.8,0.05,0.02,50,20,10471.97551,0.010471976,0.010471976,0.011519173,0.002879793,0.001151917
42,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,1,0.5,0.025,0.0125,25,12.5,2045.307717,0.002045308,0.002045308,0.002249838,0.00056246,0.000224984
43,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,1.5,1,0.0375,0.025,37.5,25,12271.8463,0.012271846,0.012271846,0.013499031,0.003374758,0.001349903
44,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,2,0.6,0.05,0.015,50,15,5890.486225,0.005890486,0.005890486,0.006479535,0.001619884,0.000647953
45,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,4,1.5,0.1,0.0375,100,37.5,73631.07782,0.073631078,0.073631078,0.080994186,0.020248546,0.008099419
46,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,3,0.9,0.075,0.0225,75,22.5,19880.39101,0.019880391,0.019880391,0.02186843,0.005467108,0.002186843
47,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,3.5,1,0.0875,0.025,87.5,25,28634.30804,0.028634308,0.028634308,0.031497739,0.007874435,0.003149774
48,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,3,1,0.075,0.025,75,25,24543.69261,0.024543693,0.024543693,0.026998062,0.006749515,0.002699806
49,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,5,2,0.125,0.05,125,50,163624.6174,0.163624617,0.163624617,0.179987079,0.04499677,0.017998708
50,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,4,1.5,0.1,0.0375,100,37.5,73631.07782,0.073631078,0.073631078,0.080994186,0.020248546,0.008099419
51,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,2,1,0.05,0.025,50,25,16362.46174,0.016362462,0.016362462,0.017998708,0.004499677,0.001799871
52,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,2.5,1,0.0625,0.025,62.5,25,20453.07717,0.020453077,0.020453077,0.022498385,0.005624596,0.002249838
53,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,4,1.5,0.1,0.0375,100,37.5,73631.07782,0.073631078,0.073631078,0.080994186,0.020248546,0.008099419
54,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,5,2,0.125,0.05,125,50,163624.6174,0.163624617,0.163624617,0.179987079,0.04499677,0.017998708
55,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,5,1.5,0.125,0.0375,125,37.5,92038.84727,0.092038847,0.092038847,0.101242732,0.025310683,0.010124273
56,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,6,2,0.15,0.05,150,50,196349.5408,0.196349541,0.196349541,0.215984495,0.053996124,0.021598449
57,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,2.5,1,0.0625,0.025,62.5,25,20453.07717,0.020453077,0.020453077,0.022498385,0.005624596,0.002249838
58,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,5,3,0.125,0.075,125,75,368155.3891,0.368155389,0.368155389,0.404970928,0.101242732,0.040497093
59,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,4,1.5,0.1,0.0375,100,37.5,73631.07782,0.073631078,0.073631078,0.080994186,0.020248546,0.008099419
60,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,2.5,1,0.0625,0.025,62.5,25,20453.07717,0.020453077,0.020453077,0.022498385,0.005624596,0.002249838
61,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,3,1,0.075,0.025,75,25,24543.69261,0.024543693,0.024543693,0.026998062,0.006749515,0.002699806
62,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,2,1,0.05,0.025,50,25,16362.46174,0.016362462,0.016362462,0.017998708,0.004499677,0.001799871
63,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,2,1,0.05,0.025,50,25,16362.46174,0.016362462,0.016362462,0.017998708,0.004499677,0.001799871
64,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,2,0.5,0.05,0.0125,50,12.5,4090.615434,0.004090615,0.004090615,0.004499677,0.001124919,0.000449968
65,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,adult,na,na,2,0.8,0.05,0.02,50,20,10471.97551,0.010471976,0.010471976,0.011519173,0.002879793,0.001151917
66,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,Nauplia ,na,na,1,0.5,0.025,0.0125,25,12.5,2045.307717,0.002045308,0.002045308,0.002249838,0.00056246,0.000224984
67,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,Nauplia ,na,na,1,0.3,0.025,0.0075,25,7.5,736.3107782,0.000736311,0.000736311,0.000809942,0.000202485,8.09942E-05
68,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,Nauplia ,na,na,1,0.7,0.025,0.0175,25,17.5,4008.803126,0.004008803,0.004008803,0.004409683,0.001102421,0.000440968
69,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,Nauplia ,na,na,0.8,0.5,0.02,0.0125,20,12.5,1636.246174,0.001636246,0.001636246,0.001799871,0.000449968,0.000179987
70,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,Nauplia ,na,na,0.7,0.5,0.0175,0.0125,17.5,12.5,1431.715402,0.001431715,0.001431715,0.001574887,0.000393722,0.000157489
71,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,Nauplia ,na,na,1,0.5,0.025,0.0125,25,12.5,2045.307717,0.002045308,0.002045308,0.002249838,0.00056246,0.000224984
72,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,Nauplia ,na,na,1,0.5,0.025,0.0125,25,12.5,2045.307717,0.002045308,0.002045308,0.002249838,0.00056246,0.000224984
73,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,Nauplia ,na,na,2,1.5,0.05,0.0375,50,37.5,36815.53891,0.036815539,0.036815539,0.040497093,0.010124273,0.004049709
74,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,Nauplia ,na,na,1,0.5,0.025,0.0125,25,12.5,2045.307717,0.002045308,0.002045308,0.002249838,0.00056246,0.000224984
75,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,Nauplia ,na,na,1,0.5,0.025,0.0125,25,12.5,2045.307717,0.002045308,0.002045308,0.002249838,0.00056246,0.000224984
76,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Crustacea,Calanoid Copepoda,Nauplia ,na,na,1,0.5,0.025,0.0125,25,12.5,2045.307717,0.002045308,0.002045308,0.002249838,0.00056246,0.000224984
77,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
78,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
79,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
80,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
81,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
82,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
83,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
84,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
85,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
86,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
87,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
88,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
89,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
90,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
91,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
92,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
93,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
94,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
95,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
96,Darcy,Silwood,G2,1,April,1,zooplankton net,G2,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,Monogonont rotifers,adult,na,Keratella quadarata conf.,0.5,0.5,0.0125,0.0125,12.5,12.5,1022.653859,0.001022654,0.001022654,0.001124919,0.00028123,0.000112492
